Event Date,Number of Shows,Headliner,Promoter,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min USD,Ticket Price Max USD,Ticket Price Avg. USD,Venue Type,Tickets Sold,Total Gross,Venue Address
3/2/2026,1,Conan Gray,Live Nation,12538,1010026.5,12538.0,1.0,39.5,109.5,80.56,Arena,12538,1010026.5,"Xfinity Mobile Arena, Philadelphia, United States"
3/2/2026,1,Dave,Live Nation / Gaiety Investments (MCD Productions),12263,1059829.36,13271.0,0.92,86.39,86.39,86.42,Arena,12263,1059829.36,"3Arena, Dublin, Ireland"
3/2/2026,1,I See Stars,Live Nation,510,13145.0,950.0,0.53,25.0,25.0,25.77,Club,510,13145.0,"Brooklyn Bowl Philadelphia, Philadelphia, United States"
3/2/2026,1,Bad Suns,Live Nation / Gaiety Investments (MCD Productions),179,5274.32,220.0,0.81,29.47,29.47,29.47,Club,179,5274.32,"Whelans, Dublin, Ireland"
3/3/2026,1,Scouting For Girls,"Live Nation, SJM Concerts",1756,76382.16,1780.0,0.98,43.5,43.5,43.5,Theater ,1756,76382.16,"O2 Academy, Bournemouth, United Kingdom"
3/3/2026,1,"""Copa De Leyendas""",OCESA,23561,1955293.24,41231.0,0.57,40.41,259.77,82.99,Stadium,23561,1955293.24,"Estadio Akron, Zapopan, Mexico"
3/3/2026,1,TWICE,"(In-House Promotion), evenko, Live Nation",17885,2083140.66,17885.0,1.0,58.15,204.43,116.47,Arena,17885,2083140.66,"Bell Centre, Montreal, Canada"
3/3/2026,1,Megadeth,"(In-House Promotion), evenko, Live Nation",4965,332783.42,5764.0,0.86,36.2,87.4,67.03,Arena,4965,332783.42,"Scotiabank Centre, Halifax, Canada"
3/3/2026,1,Sticky Fingers ,Live Nation,2069,93105.0,2100.0,0.98,45.0,45.0,45.0,Club,2069,93105.0,"SOMA San Diego, San Diego, United States"
3/3/2026,1,The Bronx,Live Nation,1744,95401.21,1900.0,0.91,54.7,54.7,54.7,Club,1744,95401.21,"Forum Melbourne, Melbourne, Australia"
3/3/2026,1,Bryce Vine,"Live Nation, Union Stage Presents",317,13270.0,500.0,0.63,40.0,135.0,41.86,Club,317,13270.0,"Union Stage, Washington, United States"
3/3/2026,2,Van Morrison,Live Nation,3454,426170.37,3463.0,0.99,59.5,249.5,123.38,Theater ,6908,852340.73,"Wang Theatre - Boch Center, Boston, United States"
3/3/2026,1,Peso Pluma,Live Nation,12139,1701125.43,12139.0,1.0,59.5,249.5,140.14,Arena,12139,1701125.43,"Chase Center, San Francisco, United States"
3/3/2026,1,Big Time Rush,"DF Entertainment, Live Nation",6415,511515.79,10718.0,0.59,50.22,104.02,79.74,Arena,6415,511515.79,"Movistar Arena, Buenos Aires, Argentina"
3/3/2026,1,Three Days Grace,Live Nation,10647,611252.99,11767.0,0.9,25.0,129.5,57.41,Arena,10647,611252.99,"PPG Paints Arena, Pittsburgh, United States"
3/3/2026,1,Miguel,"FPC Live (Frank Productions Concerts), Live Nation",2701,121679.11,4118.0,0.65,44.5,69.5,45.05,Arena,2701,121679.11,"Landmark Credit Union Live, Milwaukee, United States"
3/3/2026,2,Sons of Legion,Live Nation,636,17764.0,650.0,0.97,27.5,57.0,27.93,Club,1272,35528.0,"Neumos, Seattle, United States"
3/3/2026,1,Badflower,"Live Nation, Seattle Theatre Group",673,25753.5,1000.0,0.67,37.0,42.0,38.27,Club,673,25753.5,"The Neptune, Seattle, United States"
3/3/2026,1,Nine Inch Nails,Live Nation,11266,1227069.0,11266.0,1.0,43.0,173.0,108.92,Arena,11266,1227069.0,"American Airlines Center, Dallas, United States"
3/3/2026,2,Linkin Park,Live Nation,10921,1758925.16,11516.0,0.94,101.91,188.26,161.06,Arena,21842,3517850.32,"Brisbane Entertainment Centre, Boondall, Australia"
3/3/2026,1,Tyler Childers,"Live Nation, Live Nation / Gaiety Investments (MCD Productions)",12200,776110.84,12726.0,0.95,46.14,84.05,63.62,Arena,12200,776110.84,"3Arena, Dublin, Ireland"
3/4/2026,1,"""The Offload"" Podcast",Live Nation / Gaiety Investments (MCD Productions),210,9713.77,250.0,0.84,46.26,46.26,46.26,Theater ,210,9713.77,"University Concert Hall, Limerick, Ireland"
3/4/2026,1,Dire Straits Experience feat. Chris White,Live Nation / Gaiety Investments (MCD Productions),198,10952.6,200.0,0.99,55.3,55.3,55.32,Theater ,198,10952.6,"Cork Opera House, Cork, Ireland"
3/4/2026,1,Braxton Keith,"Live Nation, Marathon Live",1270,36145.0,1300.0,0.97,25.0,50.0,28.46,Club,1270,36145.0,"The Hall, Little Rock, United States"
3/4/2026,1,Megadeth,"(In-House Promotion), evenko, Live Nation",5783,387031.82,7140.0,0.8,36.15,87.28,66.93,Arena,5783,387031.82,"Avenir Centre, Moncton, Canada"
3/4/2026,1,Nothing More,Live Nation,929,35358.9,950.0,0.97,39.81,47.11,38.06,Theater ,929,35358.9,"Burton Cummings Theatre, Winnipeg, Canada"
3/4/2026,1,Bad Omens,Live Nation,12153,972734.0,12153.0,1.0,39.5,109.5,80.04,Arena,12153,972734.0,"Allstate Arena, Rosemont, United States"
3/4/2026,1,Tab Benoit,Live Nation,574,20235.0,1050.0,0.54,35.0,35.0,35.25,Club,574,20235.0,"The Orange Peel, Asheville, United States"
3/4/2026,1,Bryce Crawford,Live Nation,779,33126.0,779.0,1.0,35.0,55.0,42.52,Club,779,33126.0,"Mars Music Hall, Huntsville, United States"
3/4/2026,1,"""Dancing With The Stars Live""","Live Nation, NS2",2540,269240.0,2540.0,1.0,59.5,129.5,106.0,Theater ,2540,269240.0,"Armory, Minneapolis, United States"
3/4/2026,1,Peso Pluma,Live Nation,13791,1973096.9,13791.0,1.0,39.5,249.5,143.07,Arena,13791,1973096.9,"Golden 1 Center, Sacramento, United States"
3/4/2026,1,Shay O'Dowd,Live Nation / Gaiety Investments (MCD Productions),29,536.23,35.0,0.82,18.55,18.55,18.49,Other,29,536.23,"The Cobblestone, Dublin, Ireland"
3/4/2026,1,AC/DC,Live Nation,69566,12278.82,69566.0,1.0,29.26,54.74,0.18,Stadium,69566,12278.82,"MorumBIS, São Paulo, Brazil"
3/4/2026,1,Steve Cradock,Live Nation / Gaiety Investments (MCD Productions),354,16087.36,420.0,0.84,45.44,45.44,45.44,Theater ,354,16087.36,"Ambassador Theatre, Dublin, Ireland"
3/4/2026,1,THUMPER,Live Nation / Gaiety Investments (MCD Productions),303,8079.16,350.0,0.86,26.66,26.66,26.66,Theater ,303,8079.16,"The Academy, Dublin, Ireland"
3/4/2026,1,Maddox Batson,"(In-House Promotion), Live Nation",732,41309.0,1600.0,0.45,37.5,107.5,56.43,Theater ,732,41309.0,"Stamford Center for the Arts, Palace Theatre, Stamford, United States"
3/4/2026,1,Samm Henshaw,"Live Nation, Union Stage Presents",382,12090.0,500.0,0.76,35.0,45.0,31.65,Club,382,12090.0,"Union Stage, Washington, United States"
3/4/2026,1,"Descendents, Frank Turner &amp; The Sleeping Souls","Live Nation, Rialto Theatre",1249,60883.5,1300.0,0.96,46.5,62.0,48.75,Club,1249,60883.5,"Rialto Theatre, Tucson, United States"
3/4/2026,1,Conan Gray,Live Nation,8028,686070.5,8028.0,1.0,39.5,99.5,85.46,Arena,8028,686070.5,"Lenovo Center, Raleigh, United States"
3/4/2026,1,I See Stars,Live Nation,538,14139.0,650.0,0.82,24.5,39.5,26.28,Theater ,538,14139.0,"The Gramercy Theatre, New York, United States"
3/4/2026,2,Raye,Live Nation / Gaiety Investments (MCD Productions),12441,956760.03,13301.0,0.93,77.33,77.33,76.9,Arena,24883,1913520.05,"3Arena, Dublin, Ireland"
3/4/2026,1,Cardi B,Live Nation,11826,1839634.0,11826.0,1.0,59.5,299.5,155.56,Arena,11826,1839634.0,"Toyota Center, Houston, United States"
3/4/2026,2,Lady Gaga,Live Nation,11625,3377122.0,11625.0,1.0,61.0,376.0,290.51,Arena,23250,6754244.0,"State Farm Arena, Atlanta, United States"
3/4/2026,1,Rüfüs Du Sol,"Live Nation, OCESA, Páramo Presenta",11757,987845.99,14527.0,0.8,35.85,106.36,84.02,Stadium,11757,987845.99,"Estadio Cincuentenario, Medellin, Colombia"
3/5/2026,1,Ron Sexsmith,Live Nation / Gaiety Investments (MCD Productions),32,1548.99,40.0,0.8,48.41,48.41,48.41,Other,32,1548.99,"Theatre Royal, Waterford, Ireland"
3/5/2026,1,Dire Straits Experience feat. Chris White,Live Nation / Gaiety Investments (MCD Productions),490,27400.96,600.0,0.81,55.95,55.95,55.92,Arena,490,27400.96,"Gleneagle Arena, Killarney, Ireland"
3/5/2026,1,"Esteman, Daniela Spalla",OCESA,1921,53578.55,1921.0,1.0,17.01,147.41,27.89,Amphitheatre,1921,53578.55,"Foro del Lago, Leon, Mexico"
3/5/2026,1,Scouting For Girls,"Live Nation, SJM Concerts",1600,69344.89,1600.0,1.0,43.34,43.34,43.34,Theater ,1600,69344.89,"O2 Academy Bristol, Bristol, United Kingdom"
3/5/2026,1,"""The Offload"" Podcast",Live Nation / Gaiety Investments (MCD Productions),583,27582.86,610.0,0.95,47.36,47.36,47.31,Theater ,583,27582.86,"Ambassador Theatre, Dublin, Ireland"
3/5/2026,1,The 2 Johnnies,Live Nation / Gaiety Investments (MCD Productions),775,18172.51,950.0,0.81,23.45,23.45,23.45,Theater ,775,18172.51,"3Olympia Theatre, Dublin, Ireland"
3/5/2026,1,LYKN,OCESA,3086,183424.02,3126.0,0.98,28.35,198.43,59.44,Theater ,3086,183424.02,"Teatro Metropolitan, Mexico City, Mexico"
3/5/2026,1,Rise Against,"(In-House Promotion), evenko, Extensive Enterprise, Greenland Events Inc, Live Nation",1479,80377.12,2081.0,0.71,62.27,76.92,54.35,Club,1479,80377.12,"L'Olympia, Montreal, Canada"
3/5/2026,1,Ed Maverick,"(In-House Promotion), OCESA",702,50456.05,912.0,0.76,48.19,87.88,71.87,Theater ,702,50456.05,"Foro Boca, Boca del Rio, Mexico"
3/5/2026,1,Bailey Zimmerman,Live Nation,12154,886263.0,12424.0,0.97,22.75,112.75,72.92,Arena,12154,886263.0,"TD Garden, Boston, United States"
3/5/2026,1,Rise Against,"Extensive Enterprise, Live Nation",1479,80377.12,1839.0,0.8,31.13,76.92,54.35,Club,1479,80377.12,"L'Olympia, Montreal, Canada"
3/5/2026,1,"""Dancing With The Stars Live""","Live Nation, NS2",2298,230169.0,2298.0,1.0,59.5,129.5,100.16,Theater ,2298,230169.0,"Kansas City Music Hall, Kansas City, United States"
3/5/2026,1,ILLENIUM,Live Nation,16208,2537599.88,16208.0,1.0,56.25,298.0,156.56,Arena,16208,2537599.88,"Sphere, Las Vegas, United States"
3/5/2026,1,Bryce Crawford,Live Nation,956,42526.07,956.0,1.0,35.0,55.55,44.48,Theater ,956,42526.07,"Saenger Theatre, Hattiesburg, United States"
3/5/2026,1,Miguel,Live Nation,3640,202681.03,3640.0,1.0,54.5,99.5,55.68,Club,3640,202681.03,"Fillmore Auditorium, Denver, United States"
3/5/2026,1,Akira Yamaoka,Live Nation,1532,63504.0,1625.0,0.94,39.5,45.0,41.45,Club,1532,63504.0,"House Of Blues, Dallas, United States"
3/5/2026,1,Bleed From Within,Live Nation / Gaiety Investments (MCD Productions),650,27276.18,800.0,0.81,42.02,42.02,41.96,Theater ,650,27276.18,"The Academy, Dublin, Ireland"
3/5/2026,1,Colony House,Live Nation,411,10300.5,450.0,0.91,15.75,35.0,25.06,Club,411,10300.5,"Marquis Theater, Denver, United States"
3/5/2026,1,Rod Stewart,Live Nation,4596,734233.75,4596.0,1.0,53.0,225.0,159.75,Amphitheatre,4596,734233.75,"The St. Augustine Amphitheatre, Saint Augustine, United States"
3/5/2026,1,+LIVE+,Live Nation,3863,178836.58,5000.0,0.77,12.82,65.56,46.29,Arena,3863,178836.58,"TD Coliseum, Hamilton, Canada"
3/5/2026,1,Alter Bridge,Live Nation,5844,461038.16,5900.0,0.99,66.01,91.35,78.89,Arena,5844,461038.16,"The Motorpoint Arena Nottingham, Nottingham, United Kingdom"
3/6/2026,1,Lewis Doyle Singer,Live Nation / Gaiety Investments (MCD Productions),500,16258.86,500.0,1.0,32.52,32.52,32.52,Theater ,500,16258.86,"Button Factory, Dublin, Ireland"
3/6/2026,1,Keith Barry,Live Nation / Gaiety Investments (MCD Productions),400,20160.98,400.0,1.0,50.4,50.4,50.4,Other,400,20160.98,"Maritime Hotel, Cork, Ireland"
3/6/2026,1,Big Special,Live Nation / Gaiety Investments (MCD Productions),450,13065.15,450.0,1.0,29.03,29.03,29.03,Club,450,13065.15,"The Green Room, Dublin, Ireland"
3/6/2026,1,Scouting For Girls,"Live Nation, SJM Concerts",1500,65143.58,1500.0,1.0,43.43,43.43,43.43,Theater ,1500,65143.58,"Great Hall, Cardiff, United Kingdom"
3/6/2026,1,"""You Must Be Jokin' Live"" Podcast",Live Nation / Gaiety Investments (MCD Productions),247,8576.9,300.0,0.82,34.72,34.72,34.72,Theater ,247,8576.9,"Ambassador Theatre, Dublin, Ireland"
3/6/2026,1,Megadeth,"(In-House Promotion), evenko, Gestev, Live Nation",8587,532290.78,9079.0,0.94,36.24,87.48,61.99,Arena,8587,532290.78,"Centre Vidéotron, Quebec City, Canada"
3/6/2026,1,Rise Against,"(In-House Promotion), evenko, Extensive Enterprise, Greenland Events Inc, Live Nation",2153,139015.56,2154.0,0.99,62.22,76.86,64.57,Club,2153,139015.56,"L'Olympia, Montreal, Canada"
3/6/2026,2,Excision,Live Nation,7175,522751.5,18074.0,0.39,23.5,83.5,72.85,Arena,14351,1045503.0,"Kia Forum, Inglewood, United States"
3/6/2026,1,Ed Maverick,"(In-House Promotion), OCESA",856,62207.06,912.0,0.93,48.05,87.61,72.67,Theater ,856,62207.06,"Foro Boca, Boca del Rio, Mexico"
3/6/2026,1,Rise Against,"Extensive Enterprise, Live Nation",2153,139015.56,2154.0,0.99,31.11,76.86,64.57,Club,2153,139015.56,"L'Olympia, Montreal, Canada"
3/6/2026,1,Rene Vaca,Live Nation,951,51951.0,1100.0,0.86,39.5,89.5,54.63,Theater ,951,51951.0,"Lincoln Theatre, Washington, United States"
3/6/2026,1,Harry Styles,Live Nation,19397,476917.81,20437.0,0.94,26.73,26.73,24.59,Arena,19397,476917.81,"Co-op Live, Manchester, United Kingdom"
3/6/2026,1,Conan Gray,Live Nation,12793,749610.0,12793.0,1.0,49.5,99.5,58.6,Arena,12793,749610.0,"State Farm Arena, Atlanta, United States"
3/6/2026,3,"""Dancing With The Stars Live""","Live Nation, NS2",4145,421759.17,4146.0,0.99,59.5,129.5,101.73,Theater ,12437,1265277.5,"Rosemont Theatre, Rosemont, United States"
3/6/2026,1,+LIVE+,Live Nation,4533,195860.67,4996.0,0.9,36.24,65.52,43.21,Arena,4533,195860.67,"Canadian Tire Centre, Ottawa, Canada"
3/6/2026,1,ILLENIUM,Live Nation,16394,2844398.9,16394.0,1.0,56.25,298.0,173.5,Arena,16394,2844398.9,"Sphere, Las Vegas, United States"
3/6/2026,1,Peso Pluma,Live Nation,15153,1534392.53,15157.0,0.99,49.5,249.5,101.26,Amphitheatre,15153,1534392.53,"Talking Stick Resort Amphitheatre, Phoenix, United States"
3/6/2026,1,Rene Vaca,Live Nation,1100,61282.0,1100.0,1.0,39.5,89.5,55.71,Theater ,1100,61282.0,"Lincoln Theatre, Washington, United States"
3/6/2026,1,Big Time Rush,Live Nation,6375,473919.48,7890.0,0.8,14.89,25.53,74.34,Theater ,6375,473919.48,"Espaço Unimed, São Paulo, Brazil"
3/6/2026,1,Matteo Bocelli,OCESA,2694,124418.65,3165.0,0.85,22.61,158.27,46.18,Theater ,2694,124418.65,"Teatro Metropolitan, Mexico City, Mexico"
3/6/2026,1,The Clause,Live Nation / Gaiety Investments (MCD Productions),74,1585.59,85.0,0.87,21.48,21.48,21.43,Club,74,1585.59,"Upstairs At Whelans, Dublin, Ireland"
3/6/2026,1,Miguel,Live Nation,2346,129567.5,2346.0,1.0,49.5,59.5,55.23,Other,2346,129567.5,"The Complex, Salt Lake City, United States"
3/6/2026,1,Sons of Legion,Live Nation,629,16115.57,629.0,1.0,25.62,25.62,25.62,Theater ,629,16115.57,"Hollywood Theatre, Vancouver, Canada"
3/6/2026,2,Subtronics ,Live Nation,3577,111625.0,6576.0,0.54,45.0,142.5,31.21,Theater ,7154,223250.0,"The Met Philadelphia, Philadelphia, United States"
3/6/2026,1,Margo Price,Live Nation,491,13798.0,600.0,0.81,28.0,30.0,28.1,Club,491,13798.0,"Goldfield Trading Post, Sacramento, United States"
3/6/2026,1,Nine Inch Nails,Live Nation,11542,1089703.0,11542.0,1.0,44.5,174.5,94.41,Arena,11542,1089703.0,"Desert Diamond Arena, Glendale, United States"
3/6/2026,2,TWICE,Live Nation,15073,1852267.09,15700.0,0.96,58.2,204.6,122.89,Arena,30146,3704534.18,"TD Coliseum, Hamilton, Canada"
3/6/2026,1,Matisse,OCESA,9364,494690.14,9564.0,0.97,25.44,158.27,52.83,Theater ,9364,494690.14,"Auditorio Nacional, Mexico City, Mexico"
3/6/2026,1,Cardi B,Live Nation,12004,2005740.0,12004.0,1.0,59.5,299.5,167.09,Arena,12004,2005740.0,"Moody Center, Austin, United States"
3/6/2026,1,Rob Anderson,"Bill Blumenreich Presents, Live Nation",305,16088.78,1001.0,0.3,34.99,65.99,52.75,Theater ,305,16088.78,"The Palazzo Theatre, Las Vegas, United States"
3/6/2026,1,Laufey,Live Nation / Gaiety Investments (MCD Productions),8698,728458.06,9278.0,0.93,83.73,83.73,83.75,Arena,8698,728458.06,"3Arena, Dublin, Ireland"
3/6/2026,1,Tyler Childers,"DF Concerts, Live Nation, Regular Music",8328,573517.39,9633.0,0.86,53.45,93.54,68.87,Arena,8328,573517.39,"The OVO Hydro, Glasgow, United Kingdom"
3/6/2026,1,The Antlers,Live Nation / Gaiety Investments (MCD Productions),290,9430.14,290.0,1.0,32.52,32.52,32.52,Club,290,9430.14,"Whelans, Dublin, Ireland"
3/6/2026,1,Rüfüs Du Sol,"Live Nation, OCESA, Páramo Presenta",16571,1212806.27,18759.0,0.88,39.77,98.5,73.19,Arena,16571,1212806.27,"Coliseo MedPlus, Bogota, Colombia"
3/7/2026,1,Panteón Rococó,OCESA,2306,106703.84,3844.0,0.59,22.47,162.94,46.27,Arena,2306,106703.84,"Auditorio Benito Juarez, Veracruz, Mexico"
3/7/2026,1,"Esteman, Daniela Spalla",OCESA,1080,43171.7,2777.0,0.38,16.86,140.47,39.97,Theater ,1080,43171.7,"Auditorio La Isla Mérida, Merida, Mexico"
3/7/2026,1,Scouting For Girls,"Live Nation, SJM Concerts",1382,60156.89,1400.0,0.98,43.53,43.53,43.53,Theater ,1382,60156.89,"The Hall By The Sea, Margate, United Kingdom"
3/7/2026,1,Keith Barry,Live Nation / Gaiety Investments (MCD Productions),475,23959.78,580.0,0.81,50.44,50.44,50.44,Other,475,23959.78,"Landmark Hotel, Carrick On Shannon, Ireland"
3/7/2026,2,Mike Wozniak,Live Nation / Gaiety Investments (MCD Productions),553,18591.53,610.0,0.9,33.59,33.59,33.59,Theater ,1107,37183.05,"Ambassador Theatre, Dublin, Ireland"
3/7/2026,1,"""David Attenborough's Ocean In Concert""",Live Nation / Gaiety Investments (MCD Productions),3337,265706.57,4000.0,0.83,79.61,79.61,79.62,Arena,3337,265706.57,"3Arena, Dublin, Ireland"
3/7/2026,1,TV Girl,OCESA,7087,345731.53,8000.0,0.88,22.47,168.56,48.78,Theater ,7087,345731.53,"Pepsi Center Mexico, Mexico City, Mexico"
3/7/2026,1,mgk,Live Nation,17247,1353915.05,18322.0,0.94,46.88,107.15,78.5,Arena,17247,1353915.05,"Co-op Live, Manchester, United Kingdom"
3/7/2026,1,ILLENIUM,Live Nation,16482,3049281.25,16482.0,1.0,56.25,298.0,185.01,Arena,16482,3049281.25,"Sphere, Las Vegas, United States"
3/7/2026,1,Rene Vaca,Live Nation,2754,138772.75,2754.0,1.0,37.25,99.5,50.39,Theater ,2754,138772.75,"Beacon Theatre, New York, United States"
3/7/2026,1,The Phil Collins Story,"Live Nation, MGM Resorts International",1299,61095.0,1666.0,0.77,32.5,55.0,47.03,Club,1299,61095.0,"Center Stage at MGM Northfield Park, Northfield, United States"
3/7/2026,1,Kapo,"OCESA, Páramo Presenta, Promotora Colombia",11712,563953.64,11712.0,1.0,24.07,163.73,48.15,Arena,11712,563953.64,"Movistar Arena, Bogota, Colombia"
3/7/2026,1,Bruce Bruce,Live Nation,1814,100509.0,1814.0,1.0,49.5,69.5,55.41,Theater ,1814,100509.0,"The Theater at MGM National Harbor, Oxon Hill, United States"
3/7/2026,1,Dire Straits Experience,Live Nation / Gaiety Investments (MCD Productions),621,33793.93,750.0,0.82,54.39,54.39,54.42,Theater ,621,33793.93,"TF Royal Theatre, Castlebar, Ireland"
3/7/2026,1,Mammoth,"Hard Rock International (HRI), Live Nation",1054,40930.95,2139.0,0.49,34.25,47.87,38.83,Theater ,1054,40930.95,"Hard Rock LIVE, Ottawa, Canada"
3/7/2026,1,Schur,Live Nation,250,4500.0,250.0,1.0,18.0,22.0,18.0,Amphitheatre,250,4500.0,"House Of Blues - Voodoo Stage, San Diego, United States"
3/7/2026,1,Sons of Legion,Live Nation,610,16847.72,610.0,1.0,27.62,27.62,27.62,Club,610,16847.72,"The Rickshaw Theatre, Vancouver, Canada"
3/7/2026,1,ISMO,Live Nation,473,20421.5,731.0,0.64,25.5,55.5,43.17,Theater ,473,20421.5,"The Buckhead Theatre, Atlanta, United States"
3/7/2026,1,Akira Yamaoka,Live Nation,1550,59446.0,1550.0,1.0,39.5,45.0,38.35,Club,1550,59446.0,"Emo's, Austin, United States"
3/7/2026,1,Conan Gray,Live Nation,12739,759852.0,12970.0,0.98,25.5,105.0,59.65,Arena,12739,759852.0,"Kia Center, Orlando, United States"
3/7/2026,1,Trey Kennedy,Live Nation,1300,68812.0,1739.0,0.74,35.0,85.0,52.93,Theater ,1300,68812.0,"Moore Theatre, Seattle, United States"
3/7/2026,2,Cavetown,Live Nation / Gaiety Investments (MCD Productions),721,35393.77,850.0,0.84,44.86,52.07,49.09,Theater ,1442,70787.54,"The Academy, Dublin, Ireland"
3/7/2026,1,Margo Price,Live Nation,969,31802.0,1199.0,0.8,35.0,35.0,32.82,Theater ,969,31802.0,"The Fillmore, San Francisco, United States"
3/7/2026,1,Evan Honer,Live Nation,1051,28379.0,1051.0,1.0,27.0,29.0,27.0,Club,1051,28379.0,"The Orange Peel, Asheville, United States"
3/7/2026,1,Nine Inch Nails,Live Nation,10976,1346726.0,10976.0,1.0,49.5,179.5,122.7,Arena,10976,1346726.0,"MGM Grand Garden Arena, Las Vegas, United States"
3/7/2026,1,Cardi B,Live Nation,13636,2550243.0,13636.0,1.0,59.5,299.5,187.02,Arena,13636,2550243.0,"American Airlines Center, Dallas, United States"
3/7/2026,1,+LIVE+,Live Nation,4524,223649.01,5214.0,0.86,29.09,65.92,49.44,Arena,4524,223649.01,"Canada Life Place, London, Canada"
3/7/2026,1,Chelsea Handler,"Live Nation, MGM Resorts International",1261,85123.0,1952.0,0.64,53.96,184.76,67.5,Club,1261,85123.0,"The Chelsea, Las Vegas, United States"
3/7/2026,1,The Strumbellas,Live Nation,514,15575.0,850.0,0.6,30.0,234.0,30.3,Club,514,15575.0,"August Hall, San Francisco, United States"
3/7/2026,1,Michelle Buteau,Live Nation,1237,66436.86,2234.0,0.55,22.5,65.0,53.71,Theater ,1237,66436.86,"Ryman Auditorium, Nashville, United States"
3/7/2026,1,Jim Breuer,"Bill Blumenreich Presents, Live Nation",574,37402.11,1001.0,0.57,34.99,89.99,65.16,Theater ,574,37402.11,"The Palazzo Theatre, Las Vegas, United States"
3/8/2026,1,Bad Omens,"(In-House Promotion), evenko, Heavy Montreal, Live Nation",9057,680752.33,9057.0,1.0,51.19,95.38,75.16,Arena,9057,680752.33,"Place Bell, Laval, Canada"
3/8/2026,1,Lenny Kravitz,OCESA,8467,1046157.52,8467.0,1.0,49.89,295.76,123.56,Theater ,8467,1046157.52,"Auditorio Telmex, Zapopan, Mexico"
3/8/2026,1,"""Rivalry Showdown""",Live Nation,5788,212901.0,8130.0,0.71,20.0,69.0,36.78,Arena,5788,212901.0,"Kia Center, Orlando, United States"
3/8/2026,1,Descendents,"Hard Rock International (HRI), Live Nation",1810,82435.0,2510.0,0.72,23.75,59.5,45.54,Club,1810,82435.0,"Hard Rock Live Sacramento, Wheatland, United States"
3/8/2026,1,"John Oliver, Seth Meyers",Live Nation,2550,296597.0,2550.0,1.0,75.0,149.5,116.31,Theater ,2550,296597.0,"Beacon Theatre, New York, United States"
3/8/2026,1,"""Dancing With The Stars Live""","Live Nation, NS2",2293,234859.15,2293.0,1.0,59.5,129.5,102.42,Theater ,2293,234859.15,"DeVos Performance Hall, Grand Rapids, United States"
3/8/2026,1,Bryce Crawford,Live Nation,2177,105655.0,2177.0,1.0,35.0,75.0,48.53,Theater ,2177,105655.0,"Coca-Cola Roxy, Atlanta, United States"
3/8/2026,1,Hakuna Group Music,OCESA,8000,178956.28,8000.0,1.0,22.47,42.14,22.37,Theater ,8000,178956.28,"Pepsi Center Mexico, Mexico City, Mexico"
3/8/2026,1,Peso Pluma,Live Nation,11446,1069731.13,11446.0,1.0,49.5,249.5,93.46,Amphitheatre,11446,1069731.13,"Glen Helen Amphitheater, San Bernardino, United States"
3/8/2026,1,Three Days Grace,Live Nation,9838,528640.8,9838.0,1.0,25.0,129.5,53.73,Arena,9838,528640.8,"Nationwide Arena, Columbus, United States"
3/8/2026,1,Miguel,Live Nation,2830,161383.5,2830.0,1.0,39.5,79.5,57.03,Theater ,2830,161383.5,"Keller Auditorium, Portland, United States"
3/8/2026,1,Brit Floyd,"Live Nation, MGM Resorts International",1467,81991.0,1901.0,0.77,43.0,73.0,55.89,Theater ,1467,81991.0,"Springfield Symphony Hall, Springfield, United States"
3/8/2026,1,I See Stars,Live Nation,756,19328.27,900.0,0.84,25.0,30.0,25.57,Club,756,19328.27,"The Underground, Charlotte, United States"
3/8/2026,1,Ron Sexsmith,Live Nation / Gaiety Investments (MCD Productions),358,17677.13,400.0,0.89,49.37,49.37,49.38,Theater ,358,17677.13,"Ambassador Theatre, Dublin, Ireland"
3/8/2026,2,Lady Gaga,Live Nation,12079,3510841.0,12079.0,1.0,61.0,376.0,290.66,Arena,24158,7021682.0,"Moody Center, Austin, United States"
3/8/2026,1,Tyler Childers,Live Nation,7216,503486.48,8739.0,0.82,53.63,93.85,69.77,Arena,7216,503486.48,"AO Arena, Manchester, United Kingdom"
3/8/2026,1,Dire Straits Experience feat. Chris White,Live Nation / Gaiety Investments (MCD Productions),1607,91574.88,1661.0,0.96,57.04,57.04,56.98,Theater ,1607,91574.88,"3Olympia Theatre, Dublin, Ireland"
3/9/2026,7,"""The Lion King""",OCESA,382,30230.68,1400.0,0.27,55.53,277.66,79.11,Theater ,2675,211614.75,"Teatro Telcel, Mexico City, Mexico"
3/9/2026,7,"""The Phantom Of The Opera""",OCESA,302,28463.18,1400.0,0.21,44.43,222.13,94.2,Theater ,2115,199242.24,"Teatro de los Insurgentes, Mexico City, Mexico"
3/9/2026,1,Scouting For Girls,"Live Nation, SJM Concerts",2178,98031.71,2220.0,0.98,43.21,39.22,45.01,Theater ,2178,98031.71,"Cliffs Pavilion, Southend-On-Sea, United Kingdom"
3/9/2026,1,TV Girl,Live Nation,1210,85674.36,1210.0,1.0,18.88,22.02,70.81,Theater ,1210,85674.36,"Centro de Convenciones Barranco, Lima, Peru"
3/9/2026,1,Three Days Grace,Live Nation,8259,483954.73,11060.0,0.74,25.0,129.5,58.6,Arena,8259,483954.73,"Allstate Arena, Rosemont, United States"
