Event Date,Number of Shows,Headliner,Promoter,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min USD,Ticket Price Max USD,Ticket Price Avg. USD,Venue Type,Tickets Sold,Total Gross,Venue Address
3/30/2026,1,Cardi B,Live Nation,15052,1833767.19,15052.0,1.0,42.83,215.59,121.83,Arena,15052,1833767.19,"Scotiabank Arena, Toronto, Canada"
3/31/2026,1,Daniel Tosh,Live Nation,740,46738.5,956.0,0.77,46.0,192.0,63.16,Theater ,740,46738.5,"Lexington Opera House, Lexington, United States"
3/31/2026,1,Nothing But Thieves,OCESA,4607,264497.93,4805.0,0.95,27.61,193.25,57.41,Arena,4607,264497.93,"Pabellón del Palacio de los Deportes, Mexico City, Mexico"
3/31/2026,1,The Neighbourhood,Live Nation,12266,1155626.0,12521.0,0.97,64.5,164.5,94.21,Arena,12266,1155626.0,"Dickies Arena, Fort Worth, United States"
3/31/2026,1,"""Dancing With The Stars Live""","Live Nation, NS2",4357,420401.5,4357.0,1.0,59.5,129.5,96.49,Theater ,4357,420401.5,"Fox Theatre, Atlanta, United States"
3/31/2026,1,Melanie Martinez,OCESA,1263,110293.61,1304.0,0.96,38.65,298.15,87.33,Theater ,1263,110293.61,"Teatro de la Ciudad Esperanza Iris, Mexico City, Mexico"
3/31/2026,1,Beto Cuevas,Live Nation,1503,100330.0,2044.0,0.73,25.0,115.0,66.75,Theater ,1503,100330.0,"Plaza Theatre, El Paso, United States"
3/31/2026,1,Nothing But Thieves,OCESA,7238,424536.34,8000.0,0.9,43.62,125.89,58.65,Theater ,7238,424536.34,"Pepsi Center Mexico, Mexico City, Mexico"
3/31/2026,1,AC/DC,"DF Entertainment, Live Nation",66754,11857733.07,71328.0,0.93,118.0,246.73,177.63,Stadium,66754,11857733.07,"Estadio Mâs Monumental, Buenos Aires, Argentina"
3/31/2026,1,Sons of Legion,Live Nation,594,34103.5,594.0,1.0,25.0,29.5,57.41,Club,594,34103.5,"The Bowery Ballroom, New York, United States"
3/31/2026,1,TWICE,Live Nation,16500,2194530.0,16500.0,1.0,133.0,133.0,133.0,Arena,16500,2194530.0,"Spectrum Center, Charlotte, United States"
3/31/2026,1,Cardi B,Live Nation,11706,963838.3,11706.0,1.0,59.5,299.5,82.34,Arena,11706,963838.3,"TD Coliseum, Hamilton, Canada"
3/31/2026,1,Gorillaz,Live Nation / Gaiety Investments (MCD Productions),10086,1059248.7,10805.0,0.93,105.07,105.07,105.02,Arena,10086,1059248.7,"The SSE Arena, Belfast, Belfast, United Kingdom"
3/31/2026,1,bbno$,"Live Nation, Omaha Performing Arts",2748,104781.5,2993.0,0.91,17.5,60.5,38.13,Theater ,2748,104781.5,"Steelhouse Omaha, Omaha, United States"
3/31/2026,1,Leon Thomas,Live Nation / Gaiety Investments (MCD Productions),1603,81809.58,1661.0,0.96,51.04,51.04,51.04,Theater ,1603,81809.58,"3Olympia Theatre, Dublin, Ireland"
4/1/2026,1,Susie Mccabe,Live Nation / Gaiety Investments (MCD Productions),28,806.02,35.0,0.8,28.79,28.79,28.79,Club,28,806.02,"Whelans, Dublin, Ireland"
4/1/2026,1,Kyla Cobbler,Live Nation / Gaiety Investments (MCD Productions),490,22149.44,500.0,0.98,45.2,45.2,45.2,Other,490,22149.44,"TLT Concert Hall & Theatre, Drogheda, Ireland"
4/1/2026,1,Giovanni Smokes,Live Nation / Gaiety Investments (MCD Productions),130,3694.39,150.0,0.86,28.44,28.44,28.42,Theater ,130,3694.39,"Ambassador Theatre, Dublin, Ireland"
4/1/2026,1,Ali Wong,"(In-House Promotion), Live Nation",1867,141046.5,1903.0,0.98,49.5,129.5,75.55,Theater ,1867,141046.5,"Florida Theatre, Jacksonville, United States"
4/1/2026,1,"""31 Minutos""",OCESA,8313,350497.77,8313.0,1.0,25.12,75.37,42.16,Theater ,8313,350497.77,"Auditorio Telmex, Zapopan, Mexico"
4/1/2026,1,"""Dancing With The Stars Live""","Live Nation, NS2",2232,226626.5,2232.0,1.0,59.5,129.5,101.54,Theater ,2232,226626.5,"Orpheum Theatre, Memphis, United States"
4/1/2026,1,Cameron Whitcomb,Live Nation,2425,79179.75,2425.0,1.0,35.0,55.0,32.65,Club,2425,79179.75,"Citizens House of Blues Boston, Boston, United States"
4/1/2026,1,Rosalía,Live Nation,15922,2977363.19,15922.0,1.0,72.26,150.87,187.0,Arena,15922,2977363.19,"Movistar Arena, Madrid, Spain"
4/1/2026,1,Gorillaz,Live Nation / Gaiety Investments (MCD Productions),12767,1400821.41,13306.0,0.95,109.71,109.71,109.72,Arena,12767,1400821.41,"3Arena, Dublin, Ireland"
4/1/2026,1,BOYZLIFE feat. Brian McFadden and Keith Duffy,Live Nation / Gaiety Investments (MCD Productions),533,31130.49,648.0,0.82,58.36,58.36,58.41,Theater ,533,31130.49,"Waterfront Hall, Belfast, United Kingdom"
4/2/2026,1,Kyla Cobbler,Live Nation / Gaiety Investments (MCD Productions),400,18048.73,460.0,0.86,45.12,45.12,45.12,Theater ,400,18048.73,"National Opera House (Wexford), Wexford, Ireland"
4/2/2026,3,"""I'm Grand Mam""",Live Nation / Gaiety Investments (MCD Productions),250,12751.82,250.0,1.0,51.01,51.01,51.01,Theater ,750,38255.46,"Cork Opera House, Cork, Ireland"
4/2/2026,7,"""The Lion King""",OCESA,418,33304.01,1400.0,0.29,55.81,279.06,79.51,Theater ,2932,233128.07,"Teatro Telcel, Mexico City, Mexico"
4/2/2026,7,"""The Phantom Of The Opera""",OCESA,333,31586.04,1400.0,0.23,44.65,223.25,94.65,Theater ,2336,221102.31,"Teatro de los Insurgentes, Mexico City, Mexico"
4/2/2026,1,Jackson Wang,Live Nation,7077,730517.0,7077.0,1.0,19.7,190.0,103.22,Arena,7077,730517.0,"Oakland Arena, Oakland, United States"
4/2/2026,1,The Neighbourhood,Live Nation,6375,314148.0,6375.0,1.0,49.5,79.5,49.28,Theater ,6375,314148.0,"Armory, Minneapolis, United States"
4/2/2026,1,"Tab Benoit, Samantha Fish",Live Nation,1357,59291.6,1971.0,0.68,35.0,35.0,43.69,Theater ,1357,59291.6,"Brown County Music Center, Nashville, United States"
4/2/2026,1,Louis Tomlinson,Live Nation,13863,1005114.53,15645.0,0.88,53.08,106.17,72.5,Arena,13863,1005114.53,"Lanxess Arena, Cologne, Germany"
4/2/2026,1,Warren Zeiders,Live Nation,1102,50594.29,3000.0,0.36,23.37,87.75,45.91,Other,1102,50594.29,"Avondale Brewing Company, Birmingham, United States"
4/2/2026,1,ILLENIUM,Live Nation,16475,2280367.25,16475.0,1.0,56.25,298.0,138.41,Arena,16475,2280367.25,"Sphere, Las Vegas, United States"
4/2/2026,1,"""Dancing With The Stars Live""","Live Nation, NS2",5344,506968.0,5344.0,1.0,59.5,129.5,94.87,Arena,5344,506968.0,"Simmons Bank Arena, North Little Rock, United States"
4/2/2026,1,Peso Pluma,Live Nation,12789,1820619.7,12789.0,1.0,39.5,249.5,142.36,Arena,12789,1820619.7,"Toyota Center, Houston, United States"
4/2/2026,1,Nmixx,Live Nation,2792,322444.0,2900.0,0.96,69.5,159.5,115.49,Theater ,2792,322444.0,"The Theater at MGM National Harbor, Oxon Hill, United States"
4/2/2026,1,Mark McCabe,Live Nation / Gaiety Investments (MCD Productions),910,50542.21,1100.0,0.82,55.51,55.51,55.54,Theater ,910,50542.21,"3Olympia Theatre, Dublin, Ireland"
4/2/2026,1,Sticky Fingers ,"Live Nation, Seattle Theatre Group",1461,66764.0,2927.0,0.49,39.5,45.0,45.7,Theater ,1461,66764.0,"Paramount Theatre, Seattle, United States"
4/2/2026,1,Gorillaz,Live Nation / Gaiety Investments (MCD Productions),12925,1414103.83,13305.0,0.97,109.4,109.4,109.41,Arena,12925,1414103.83,"3Arena, Dublin, Ireland"
4/2/2026,1,Cardi B,Live Nation,13043,2114596.0,13043.0,1.0,59.5,299.5,162.12,Arena,13043,2114596.0,"TD Garden, Boston, United States"
4/2/2026,2,Lady Gaga,Live Nation,14473,2816085.92,14473.0,1.0,43.85,270.31,194.58,Arena,28946,5632171.84,"Bell Centre, Montreal, Canada"
4/2/2026,1,Bailey Zimmerman,Live Nation,10723,796143.25,10723.0,1.0,35.75,106.75,74.25,Arena,10723,796143.25,"Dickies Arena, Fort Worth, United States"
4/3/2026,1,Chewie,Live Nation / Gaiety Investments (MCD Productions),379,12635.87,450.0,0.84,33.34,33.34,33.34,Club,379,12635.87,"Whelans, Dublin, Ireland"
4/3/2026,1,ALKY,Live Nation / Gaiety Investments (MCD Productions),90,1225.16,100.0,0.9,13.61,13.61,13.61,Club,90,1225.16,"Upstairs At Whelans, Dublin, Ireland"
4/3/2026,4,Kyla Cobbler,Live Nation / Gaiety Investments (MCD Productions),340,15370.24,350.0,0.97,45.11,45.11,45.11,Other,1363,61480.97,"Town Hall Theatre, Galway, Ireland"
4/3/2026,1,The Wran,Live Nation / Gaiety Investments (MCD Productions),264,4857.72,300.0,0.88,18.46,18.46,18.4,Club,264,4857.72,"The Grand Social, Dublin, Ireland"
4/3/2026,1,God Is An Astronaut,Live Nation / Gaiety Investments (MCD Productions),503,19265.23,600.0,0.83,38.3,38.3,38.3,Theater ,503,19265.23,"The Academy, Dublin, Ireland"
4/3/2026,1,Stavros Halkias,"(In-House Promotion), Live Nation",1576,73420.5,1903.0,0.82,35.0,59.5,46.59,Theater ,1576,73420.5,"Florida Theatre, Jacksonville, United States"
4/3/2026,2,TWICE,Live Nation,14655,2002366.5,15248.0,0.96,52.5,222.5,136.63,Arena,29310,4004733.0,"TD Garden, Boston, United States"
4/3/2026,1,Bruce Springsteen &amp; The E Street Band,Live Nation,17895,4041088.0,17895.0,1.0,60.0,399.0,225.82,Arena,17895,4041088.0,"Moda Center, Portland, United States"
4/3/2026,1,Sticky Fingers ,Live Nation,3950,90228.08,3950.0,1.0,22.98,22.98,22.84,Arena,3950,90228.08,"PNE Forum, Vancouver, Canada"
4/3/2026,1,Devo,"Hard Rock International (HRI), Live Nation",2001,153977.0,2145.0,0.93,39.5,159.5,76.95,Club,2001,153977.0,"Hard Rock Live Sacramento, Wheatland, United States"
4/3/2026,1,ILLENIUM,Live Nation,16473,2418818.83,16473.0,1.0,56.25,298.0,146.84,Arena,16473,2418818.83,"Sphere, Las Vegas, United States"
4/3/2026,2,Morgan Jay,Live Nation,1724,79698.0,1994.0,0.86,15.0,109.0,46.23,Theater ,3448,159396.0,"Velma V. Morrison Center for the Performing Arts, Boise, United States"
4/3/2026,3,The xx,OCESA,7968,584137.97,8000.0,0.99,61.59,111.99,73.31,Theater ,23905,1752413.91,"Pepsi Center Mexico, Mexico City, Mexico"
4/3/2026,1,Drake Milligan,"Live Nation, Marathon Live",164,3565.0,550.0,0.29,21.0,36.0,21.74,Club,164,3565.0,"The Signal, Chattanooga, United States"
4/3/2026,1,Peso Pluma,Live Nation,14476,1986739.9,14476.0,1.0,39.5,249.5,137.24,Arena,14476,1986739.9,"Frost Bank Center, San Antonio, United States"
4/3/2026,1,Palomazo Norteño,Live Nation,6135,777972.5,7832.0,0.78,69.5,349.0,126.81,Arena,6135,777972.5,"Toyota Arena, Ontario, United States"
4/3/2026,1,Rosalía,Live Nation,15922,2971050.15,15922.0,1.0,72.1,150.55,186.6,Arena,15922,2971050.15,"Movistar Arena, Madrid, Spain"
4/3/2026,1,I See Stars,Live Nation,565,12925.0,950.0,0.59,25.0,30.0,22.88,Club,565,12925.0,"Deluxe, Indianapolis, United States"
4/3/2026,1,Cardi B,Live Nation,10723,1572099.0,10723.0,1.0,59.5,299.5,146.61,Arena,10723,1572099.0,"PeoplesBank Arena, Hartford, United States"
4/3/2026,1,Bailey Zimmerman,Live Nation,6762,430948.5,6762.0,1.0,24.25,84.25,63.73,Arena,6762,430948.5,"Raising Cane's River Center Arena, Baton Rouge, United States"
4/3/2026,1,BOYZLIFE feat. Brian McFadden and Keith Duffy,Live Nation / Gaiety Investments (MCD Productions),1278,65065.65,1476.0,0.86,50.88,50.88,50.91,Theater ,1278,65065.65,"3Olympia Theatre, Dublin, Ireland"
4/4/2026,1,The Survivalist,Live Nation / Gaiety Investments (MCD Productions),43,990.76,50.0,0.86,23.04,23.04,23.04,Other,43,990.76,"The Sound House, Dublin, Ireland"
4/4/2026,1,Jiaoying Summers,Live Nation / Gaiety Investments (MCD Productions),387,14851.42,420.0,0.92,38.36,38.36,38.38,Theater ,387,14851.42,"Ambassador Theatre, Dublin, Ireland"
4/4/2026,1,FKA Twigs,Live Nation,3203,174682.75,4160.0,0.76,34.5,64.5,54.54,Arena,3203,174682.75,"Moda Center, Portland, United States"
4/4/2026,1,Rise Against,"Hard Rock International (HRI), Live Nation",2209,124188.0,2415.0,0.91,45.0,65.0,56.22,Club,2209,124188.0,"Hard Rock Live Sacramento, Wheatland, United States"
4/4/2026,1,Sticky Fingers ,Live Nation,1308,51666.0,1500.0,0.87,39.5,39.5,39.5,Club,1308,51666.0,"McMenamins Crystal Ballroom, Portland, United States"
4/4/2026,1,Slacker University,"Live Nation, NS2",749,18470.0,749.0,1.0,15.0,30.0,24.66,Club,749,18470.0,"Music Farm, Charleston, United States"
4/4/2026,1,ILLENIUM,Live Nation,16400,2697251.0,16400.0,1.0,56.25,298.0,164.47,Arena,16400,2697251.0,"Sphere, Las Vegas, United States"
4/4/2026,1,Chris Tucker,Live Nation,2735,268037.0,2900.0,0.94,59.0,179.0,98.0,Theater ,2735,268037.0,"The Theater at MGM National Harbor, Oxon Hill, United States"
4/4/2026,1,Rosalía,Live Nation,15922,2966970.3,15922.0,1.0,72.0,150.34,186.34,Arena,15922,2966970.3,"Movistar Arena, Madrid, Spain"
4/4/2026,1,Goo Goo Dolls,Live Nation,5567,378613.38,5693.0,0.97,39.43,92.49,68.01,Arena,5567,378613.38,"Canada Life Place, London, Canada"
4/4/2026,1,"""Vive Chihuahua Fest"", Lamb of God",Live Nation,4739,326645.5,5622.0,0.84,49.5,79.5,68.93,Theater ,4739,326645.5,"YouTube Theater, Inglewood, United States"
4/4/2026,1,George Thorogood &amp; The Destroyers,"Hard Rock International (HRI), Live Nation",1809,119676.65,1826.0,0.99,43.74,90.34,66.16,Theater ,1809,119676.65,"Hard Rock LIVE, Ottawa, Canada"
4/4/2026,1,I See Stars,Live Nation,1000,25195.0,1000.0,1.0,25.0,30.0,25.2,Club,1000,25195.0,"St. Andrews Hall, Detroit, United States"
4/4/2026,1,Alex Warren,Live Nation,12662,975243.09,12830.0,0.98,51.84,69.12,77.02,Arena,12662,975243.09,"PSD Bank Dome, Dusseldorf, Germany"
4/4/2026,1,Cardi B,Live Nation,11743,2041833.0,11743.0,1.0,59.5,299.5,173.88,Arena,11743,2041833.0,"CFG Bank Arena, Baltimore, United States"
4/4/2026,1,Bailey Zimmerman,Live Nation,7052,450044.2,7052.0,1.0,25.75,85.75,63.82,Arena,7052,450044.2,"Hilliard Center, Corpus Christi, United States"
4/4/2026,1,Zara Larsson,"Live Nation, Marathon Live",1740,71930.0,1800.0,0.96,39.5,79.5,41.34,Club,1740,71930.0,"Marathon Music Works, Nashville, United States"
4/4/2026,1,Belle and Sebastian,Live Nation / Gaiety Investments (MCD Productions),1596,85488.67,1661.0,0.96,53.57,53.57,53.56,Theater ,1596,85488.67,"3Olympia Theatre, Dublin, Ireland"
4/4/2026,1,Puscifer,Live Nation,2934,197579.8,3484.0,0.84,39.5,99.5,67.34,Theater ,2934,197579.8,"Wang Theatre - Boch Center, Boston, United States"
4/5/2026,1,CupcakKe,"(In-House Promotion), Live Nation, NS2",675,18562.5,675.0,1.0,27.5,30.0,27.5,Club,675,18562.5,"Music Farm, Charleston, United States"
4/5/2026,1,ZHU,Live Nation,1116,55402.24,1116.0,1.0,49.43,58.6,49.64,Club,1116,55402.24,"170 Russell, Melbourne, Australia"
4/5/2026,1,Peso Pluma,Live Nation,7485,912793.6,7485.0,1.0,59.5,249.5,121.95,Arena,7485,912793.6,"Sames Auto Arena, Laredo, United States"
4/5/2026,1,Belle and Sebastian,Live Nation / Gaiety Investments (MCD Productions),1597,85539.59,1661.0,0.96,53.57,53.57,53.56,Theater ,1597,85539.59,"3Olympia Theatre, Dublin, Ireland"
4/5/2026,1,Kyla Cobbler,Live Nation / Gaiety Investments (MCD Productions),961,37143.87,962.0,0.99,38.71,38.71,38.65,Arena,961,37143.87,"Gleneagle Arena, Killarney, Ireland"
4/6/2026,1,Leigh-Anne,Live Nation / Gaiety Investments (MCD Productions),606,21649.26,750.0,0.8,35.71,35.71,35.72,Theater ,606,21649.26,"The Academy, Dublin, Ireland"
4/6/2026,7,"""The Lion King""",OCESA,426,34024.61,1400.0,0.3,56.04,280.18,79.84,Theater ,2983,238172.27,"Teatro Telcel, Mexico City, Mexico"
4/6/2026,7,"""The Phantom Of The Opera""",OCESA,340,32311.47,1400.0,0.24,44.83,224.14,95.03,Theater ,2380,226180.29,"Teatro de los Insurgentes, Mexico City, Mexico"
4/6/2026,1,The 2 Johnnies,Live Nation / Gaiety Investments (MCD Productions),8658,448974.0,8955.0,0.96,51.84,51.84,51.86,Arena,8658,448974.0,"3Arena, Dublin, Ireland"
4/6/2026,1,The Neighbourhood,Live Nation,14484,1002711.07,14484.0,1.0,28.34,121.6,69.23,Arena,14484,1002711.07,"Scotiabank Arena, Toronto, Canada"
4/6/2026,2,"""The Last Five Years""",Live Nation,5831,634217.93,5832.0,0.99,49.5,199.5,108.76,Theater ,11663,1268435.85,"Radio City Music Hall, New York, United States"
4/6/2026,1,Matt Rife,Live Nation,3770,291595.4,3770.0,1.0,57.97,98.65,77.35,Theater ,3770,291595.4,"Sala Palatului, Bucharest, Romania"
4/6/2026,1,Sticky Fingers ,Live Nation,2112,91464.0,2522.0,0.83,43.0,43.0,43.31,Theater ,2112,91464.0,"The Masonic, San Francisco, United States"
4/6/2026,2,Alex Warren,Live Nation,16623,699653.62,16655.0,0.99,57.6,80.63,42.09,Arena,33247,1399307.23,"Ziggo Dome, Amsterdam, Netherlands"
4/7/2026,1,Cardi B,Live Nation,14383,2295689.0,14383.0,1.0,59.5,299.5,159.61,Arena,14383,2295689.0,"Xfinity Mobile Arena, Philadelphia, United States"
4/7/2026,2,Bruce Springsteen &amp; The E Street Band,Live Nation,15521,3829829.5,15521.0,1.0,60.0,399.0,246.74,Arena,31043,7659659.0,"Kia Forum, Inglewood, United States"
4/7/2026,1,Peso Pluma,Live Nation,11933,1464965.89,11933.0,1.0,59.5,249.5,122.77,Arena,11933,1464965.89,"Moody Center, Austin, United States"
4/7/2026,1,The Guest List,Live Nation / Gaiety Investments (MCD Productions),216,4347.61,220.0,0.98,20.19,20.19,20.13,Club,216,4347.61,"The Academy 2, Dublin, Ireland"
4/7/2026,1,Santana,Live Nation,4538,486124.75,4538.0,1.0,54.0,154.0,107.12,Amphitheatre,4538,486124.75,"The St. Augustine Amphitheatre, Saint Augustine, United States"
4/7/2026,1,Mike Joyce,Live Nation / Gaiety Investments (MCD Productions),153,4764.93,160.0,0.95,31.14,31.14,31.14,Club,153,4764.93,"Sugar Club, Dublin, Ireland"
4/7/2026,1,J.I.D.,Live Nation / Gaiety Investments (MCD Productions),1605,77474.85,1661.0,0.96,48.21,48.21,48.27,Theater ,1605,77474.85,"3Olympia Theatre, Dublin, Ireland"
4/7/2026,1,Francis Rossi,Live Nation / Gaiety Investments (MCD Productions),586,43897.18,610.0,0.96,74.86,74.86,74.91,Theater ,586,43897.18,"Ambassador Theatre, Dublin, Ireland"
4/8/2026,1,Kyla Cobbler,Live Nation / Gaiety Investments (MCD Productions),200,7831.32,200.0,1.0,39.21,39.21,39.16,Theater ,200,7831.32,"University Concert Hall, Limerick, Ireland"
4/8/2026,1,Freely Fest,Live Nation,8325,741198.85,9749.0,0.85,55.27,184.26,89.03,Arena,8325,741198.85,"Bridgestone Arena, Nashville, United States"
4/8/2026,1,The Neighbourhood,Live Nation,13146,1355270.0,13281.0,0.98,32.5,142.5,103.09,Arena,13146,1355270.0,"TD Garden, Boston, United States"
4/8/2026,1,Mariah The Scientist,Live Nation,3060,144228.0,3060.0,1.0,38.0,125.0,47.13,Other,3060,144228.0,"Avondale Brewing Company, Birmingham, United States"
4/8/2026,1,Jackson Wang,Live Nation,5059,633336.0,5059.0,1.0,59.5,199.5,125.19,Arena,5059,633336.0,"Allstate Arena, Rosemont, United States"
4/8/2026,1,mgk,Live Nation,5795,741364.76,9359.0,0.61,81.11,145.85,127.93,Arena,5795,741364.76,"RAC Arena, Perth, Australia"
4/8/2026,1,Florence Black,Live Nation / Gaiety Investments (MCD Productions),75,2450.93,85.0,0.88,32.68,32.68,32.68,Club,75,2450.93,"Whelans, Dublin, Ireland"
4/8/2026,1,Aries,Live Nation / Gaiety Investments (MCD Productions),376,11190.27,450.0,0.83,29.76,29.76,29.76,Theater ,376,11190.27,"The Academy, Dublin, Ireland"
4/8/2026,1,5 Seconds Of Summer,Live Nation,9485,629798.01,9922.0,0.95,64.77,105.86,66.4,Arena,9485,629798.01,"Accor Arena, Paris, France"
4/8/2026,1,Cardi B,Live Nation,13603,2228447.0,13603.0,1.0,59.5,299.5,163.82,Arena,13603,2228447.0,"Capital One Arena, Washington, United States"
4/9/2026,2,Kyla Cobbler,Live Nation / Gaiety Investments (MCD Productions),249,8683.07,250.0,0.99,34.87,34.87,34.87,Other,498,17366.14,"Set Theatre, Kilkenny, Ireland"
4/9/2026,1,DJ Sara Landry,OCESA,5811,365567.17,8000.0,0.72,24.92,123.18,62.91,Theater ,5811,365567.17,"Pepsi Center Mexico, Mexico City, Mexico"
4/9/2026,1,The Man In Black: A Tribute to Johnny Cash,Live Nation,532,16383.6,944.0,0.56,26.0,66.0,30.8,Theater ,532,16383.6,"Lexington Opera House, Lexington, United States"
4/9/2026,1,HARDY,Live Nation,8272,637564.12,9814.0,0.84,25.75,165.75,77.07,Arena,8272,637564.12,"Thompson-Boling Arena at Food City Center, Knoxville, United States"
4/9/2026,1,Ole 60,Live Nation,3050,107960.0,3050.0,1.0,33.0,53.0,35.4,Other,3050,107960.0,"Avondale Brewing Company, Birmingham, United States"
4/9/2026,1,"""Dancing With The Stars Live""","Live Nation, NS2",6048,495346.0,6048.0,1.0,59.5,129.5,81.9,Theater ,6048,495346.0,"Smart Financial Centre at Sugar Land, Sugar Land, United States"
4/9/2026,1,Avery Anna,"Live Nation, Marathon Live",485,12255.0,1300.0,0.37,12.5,45.0,25.27,Club,485,12255.0,"The Hall, Little Rock, United States"
4/9/2026,1,Michael McGovern,Live Nation / Gaiety Investments (MCD Productions),300,8047.33,300.0,1.0,26.82,26.82,26.82,Club,300,8047.33,"The Grand Social, Dublin, Ireland"
4/9/2026,1,Bic Runga,Live Nation,827,35024.12,1360.0,0.6,42.33,56.25,42.35,Club,827,35024.12,"Northcote Theatre, Northcote, Australia"
4/9/2026,1,Nmixx,Live Nation,5731,580042.5,5737.0,0.99,69.5,159.5,101.21,Theater ,5731,580042.5,"YouTube Theater, Inglewood, United States"
4/9/2026,1,Alex Warren,Live Nation,14967,1148663.08,15147.0,0.98,61.81,99.13,76.75,Arena,14967,1148663.08,"Accor Arena, Paris, France"
4/9/2026,1,The Bros. Landreth,Live Nation / Gaiety Investments (MCD Productions),135,3589.81,160.0,0.84,26.59,26.59,26.59,Club,135,3589.81,"Whelans, Dublin, Ireland"
4/9/2026,2,Lady Gaga,Live Nation,14955,3514477.0,14955.0,1.0,61.0,376.0,235.0,Arena,29910,7028954.0,"Grand Casino Arena, Saint Paul, United States"
4/9/2026,1,Jason Byrne,Live Nation / Gaiety Investments (MCD Productions),1192,57854.49,1298.0,0.91,48.52,48.52,48.54,Theater ,1192,57854.49,"3Olympia Theatre, Dublin, Ireland"
4/9/2026,1,Full Of Hell,Live Nation / Gaiety Investments (MCD Productions),184,7221.14,220.0,0.83,39.3,39.3,39.25,Club,184,7221.14,"Opium Live, Dublin, Ireland"
4/9/2026,1,Garth Marenghi,Live Nation / Gaiety Investments (MCD Productions),131,5446.53,131.0,1.0,41.64,41.64,41.58,Theater ,131,5446.53,"Cork Opera House, Cork, Ireland"
4/9/2026,2,Matt Mathews,Live Nation,1473,82068.46,1499.0,0.98,39.5,69.5,55.72,Theater ,2946,164136.91,"Boch Center - Shubert Theatre, Boston, United States"
4/10/2026,1,"""Trinity College Ball""",Live Nation / Gaiety Investments (MCD Productions),7254,814033.23,7254.0,1.0,112.16,112.16,112.22,Theater ,7254,814033.23,"Trinity College, Dublin, Ireland"
4/10/2026,1,Francis Rossi,Live Nation / Gaiety Investments (MCD Productions),101,11274.07,120.0,0.84,111.58,111.58,111.62,Other,101,11274.07,"Theatre Royal, Waterford, Ireland"
4/10/2026,3,Dominguinho,Live Nation / Gaiety Investments (MCD Productions),815,42132.07,850.0,0.95,51.7,51.7,51.7,Theater ,2445,126396.2,"The Academy, Dublin, Ireland"
4/10/2026,1,Nach,OCESA,2037,102009.68,2797.0,0.72,25.03,170.27,50.08,Theater ,2037,102009.68,"Royal Center, Bogota, Colombia"
4/10/2026,7,"""The Lion King""",OCESA,433,35555.2,1400.0,0.3,57.56,287.82,82.01,Theater ,3035,248886.41,"Teatro Telcel, Mexico City, Mexico"
4/10/2026,7,"""The Phantom Of The Opera""",OCESA,346,33807.38,1400.0,0.24,46.05,230.26,97.63,Theater ,2424,236651.69,"Teatro de los Insurgentes, Mexico City, Mexico"
4/10/2026,2,Australia's Thunder From Down Under,Live Nation / Gaiety Investments (MCD Productions),550,31216.95,623.0,0.88,56.61,56.61,56.71,Theater ,1101,62433.89,"Ambassador Theatre, Dublin, Ireland"
4/10/2026,1,No Te Va Gustar,"OCESA, Páramo Presenta",1269,72998.4,1728.0,0.73,35.53,76.83,57.52,Theater ,1269,72998.4,"Teatro Universidad, Medellin, Colombia"
4/10/2026,1,"""Not Another D&amp;D Podcast""",Live Nation,5523,317049.5,5523.0,1.0,39.5,129.5,57.41,Theater ,5523,317049.5,"Radio City Music Hall, New York, United States"
4/10/2026,1,Jackson Wang,Live Nation,10344,1481898.0,10344.0,1.0,22.45,193.5,143.26,Arena,10344,1481898.0,"Barclays Center, Brooklyn, United States"
4/10/2026,1,Crudo Means Raw,"OCESA, Páramo Presenta, Promotora Colombia",5419,269529.0,5525.0,0.98,48.0,206.0,49.74,Arena,5419,269529.0,"Movistar Arena, Bogota, Colombia"
4/10/2026,1,Chelsea Handler,Live Nation,3551,224394.7,3551.0,1.0,35.0,125.0,63.19,Theater ,3551,224394.7,"Chicago Theatre, Chicago, United States"
4/10/2026,1,Hasan Minhaj,"(In-House Promotion), Live Nation",1773,101688.0,2022.0,0.87,30.5,145.5,57.35,Theater ,1773,101688.0,"Kodak Center, Rochester, United States"
4/10/2026,1,HARDY,Live Nation,7162,511185.56,8362.0,0.85,25.75,165.75,71.37,Arena,7162,511185.56,"Cadence Bank Arena, Tupelo, United States"
4/10/2026,1,Max McNown,Live Nation,1697,70833.23,3000.0,0.56,17.75,57.5,41.74,Other,1697,70833.23,"Avondale Brewing Company, Birmingham, United States"
4/10/2026,1,Eagles,Live Nation,16181,4944137.0,16181.0,1.0,120.0,311.0,305.55,Arena,16181,4944137.0,"Sphere, Las Vegas, United States"
4/10/2026,1,"""United We Dance: The Ultimate Rave Experience""","Live Nation, NS2",354,7420.0,675.0,0.52,18.0,30.0,20.96,Club,354,7420.0,"Music Farm, Charleston, United States"
4/10/2026,1,"""Dancing With The Stars Live""","Live Nation, NS2",6631,479704.0,6631.0,1.0,39.5,129.5,72.34,Theater ,6631,479704.0,"The Pavilion at Toyota Music Factory, Irving, United States"
4/10/2026,1,Florence + The Machine,Live Nation,12264,1210795.5,12264.0,1.0,39.5,155.0,98.73,Arena,12264,1210795.5,"Allstate Arena, Rosemont, United States"
